,city_state,donor_counts
998,"Rancho Palos Verdes, CA",174
999,"Broomfield, CO",174
1000,"Paso Robles, CA",174
1001,"Stratford, CT",174
1002,"Sterling, CO",174
1003,"Eden Prairie, MN",173
1004,"Voorhees, NJ",173
1005,"MEMPHIS, TN",173
1006,"Kingsford, MI",173
1007,"State College, PA",172
1008,"Irvington, NY",172
1009,"Daytona Beach, FL",172
1010,"Wauwatosa, WI",172
1011,"Iron Mountain, MI",171
1012,"Wichita Falls, TX",171
1013,"Marina del Rey, CA",171
1014,"Wheeling, IL",171
1015,"Layton, UT",170
1016,"Montgomery, AL",170
1017,"Washington, UT",170
1018,"Odenton, MD",170
1019,"Shreveport, LA",169
1020,"Bryn Mawr, PA",169
1021,"Butler, PA",169
1022,"Dublin, OH",169
1023,"Porter, TX",169
1024,"Hawthorne, FL",169
1025,"Carrboro, NC",169
1026,"Surprise, AZ",169
1027,"Nanuet, NY",169
1028,"Monroe, LA",168
1029,"Bensalem, PA",168
1030,"Murchison, TX",168
1031,"Buena Park, CA",168
1032,"Gallup, NM",168
1033,"LAS VEGAS, NV",168
1034,"West Lafayette, IN",167
1035,"Seal Beach, CA",167
1036,"Covington, LA",167
1037,"Soquel, CA",167
1038,"Carmichael, CA",167
1039,"Woodside, CA",166
1040,"Plymouth, MN",166
1041,"Holland, PA",166
1042,"TERRE HAUTE, IN",166
1043,"Malibu, CA",165
1044,"South Jordan, UT",165
1045,"Owings Mills, MD",165
1046,"WAKE FOREST, NC",165
1047,"Sparks, MD",165
1048,"New Bedford, MA",164
1049,"gaithersburg, MD",164
1050,"League City, TX",164
1051,"Long Beach, NY",164
1052,"Hillsborough, NJ",164
1053,"Conway, MO",164
1054,"Bel Air, MD",163
1055,"Granby, MO",163
1056,"Phoenixville, PA",163
1057,"Orland Park, IL",163
1058,"Waxhaw, NC",163
1059,"Maryville, TN",163
1060,"Howard Beach, NY",162
1061,"Montebello, CA",162
1062,"Westminster, CO",162
1063,"Midland, TX",162
1064,"ann Arbor, MI",161
1065,"Goshen, IN",161
1066,"santa monica, CA",161
1067,"Los Altos Hills, CA",161
1068,"Pittsboro, NC",161
1069,"Ossining, NY",161
1070,"Glen Rock, NJ",161
1071,"Hartsdale, NY",161
1072,"Mokena, IL",161
1073,"Munster, IN",161
1074,"DURHAM, NC",160
1075,"Leander, TX",160
1076,"Falmouth, MA",160
1077,"Covina, CA",160
1078,"Normal, IL",160
1079,"Davenport, IA",160
1080,"Richland, WA",160
1081,"Placentia, CA",160
1082,"Shawnee, KS",160
1083,"Logan, UT",160
1084,"Lewisville, TX",160
1085,"Bossier City, LA",160
1086,"Liverpool, NY",160
1087,"St Augustine, FL",159
1088,"Chatham, NJ",159
1089,"Novi, MI",159
1090,"Plainfield, IL",159
1091,"MIAMI, FL",159
1092,"Pottstown, PA",159
1093,"Yardley, PA",159
1094,"Wilmington, MA",158
1095,"Cumming, GA",158
1096,"Rapid City, SD",158
1097,"Billings, MT",158
1098,"Springfield, OR",158
1099,"El Dorado Hills, CA",158
1100,"Rye, NY",158
1101,"Schenectady, NY",158
1102,"Winter Park, FL",158
1103,"New Hartford, NY",158
1104,"CANADA, CA",157
1105,"San Bernadino, CA",157
1106,"Brunswick, ME",157
1107,"Florissant, MO",157
1108,"Streamwood, IL",156
1109,"Ruskin, FL",156
1110,"Eagan, MN",156
1111,"El Monte, CA",156
1112,"Amherst, MA",156
1113,"Northfield, IL",156
1114,"South Orange, NJ",156
1115,"Bellmore, NY",155
1116,"raleigh, NC",155
1117,"Union City, CA",155
1118,"Evergreen, CO",155
1119,"Ballston Spa, NY",155
1120,"Eustis, FL",155
1121,"Auburn, IL",155
1122,"Phila, PA",154
1123,"Western Springs, IL",154
1124,"Gulfport, MS",154
1125,"Grapevine, TX",154
1126,"Friendswood, TX",154
1127,"Winter Haven, FL",154
1128,"Grove City, OH",154
1129,"Shorewood, WI",153
1130,"Upland, CA",153
1131,"Hartford, CT",153
1132,"bermuda, NY",152
1133,"Bernardsville, NJ",152
1134,"Lansdale, PA",152
1135,"portland, OR",152
1136,"Phenix city, AL",152
1137,"Rancho Cordova, CA",152
1138,"Mebane, NC",151
1139,"la crescenta, CA",151
1140,"Vacaville, CA",151
1141,"Maywood, CA",151
1142,"Vallejo, CA",150
1143,"Glastonbury, CT",150
1144,"Huntingtown, MD",150
1145,"Deerfield Beach, FL",150
1146,"Malverne, NY",150
1147,"Longmont, CO",150
1148,"Loganville, GA",150
1149,"Calabasas, CA",149
1150,"Hendersonville, NC",149
1151,"Mount Kisco, NY",149
1152,"Winchester, MA",149
1153,"Plantation, FL",149
1154,"North Wilkesboro, NC",148
1155,"Brighton, MI",148
1156,"Mableton, GA",148
1157,"Mt. Pleasant, SC",148
1158,"Jamaica, NY",148
1159,"New Castle, DE",148
1160,"Jarrettsville, MD",147
1161,"Chester, CT",147
1162,"Georgetown, TX",147
1163,"Chambersburg, PA",147
1164,"Conway, NH",147
1165,"Berkley, MI",147
1166,"ROCKVILLE, RI",147
1167,"Bolingbrook, IL",147
1168,"Shaker Heights, OH",147
1169,"Niskayuna, NY",147
1170,"Bloomfield, NJ",147
1171,"Bayonne, NJ",146
1172,"Traverse City, MI",146
1173,"Conroe, TX",146
1174,"Madison, CT",146
1175,"Wayne, PA",146
1176,"North Richland Hills, TX",146
1177,"Yakima, WA",146
1178,"Tucker, GA",146
1179,"Natick, MA",146
1180,"Jefferson City, MO",146
1181,"Canton, CT",145
1182,"Dover, FL",145
1183,"Newark, CA",145
1184,"Acworth, GA",145
1185,"Douglasville, GA",145
1186,"Vista, CA",145
1187,"Stephens City, VA",145
1188,"Darien, IL",145
1189,"Oneida, NY",145
1190,"Oceanside, NY",144
1191,"Wantagh, NY",144
1192,"Georgetown, MA",144
1193,"Brandon, MS",144
1194,"Auburn, CA",144
1195,"salinas, CA",144
1196,"St Petersburg, FL",144
1197,"Benbrook, TX",144
1198,"Coral Gables, FL",143
1199,"DELTONA, FL",143
1200,"Belmont, NC",143
1201,"Greenville, WI",143
1202,"Spokane Valley, WA",143
1203,"Morgan Hill, CA",143
1204,"Merrillville, IN",143
1205,"Fountain Valley, CA",143
1206,"Salem, VA",143
1207,"Lowell, MA",143
1208,"East Northport, NY",143
1209,"Cherryville, NC",143
1210,"Camarillo, CA",143
1211,"Missouri City, TX",143
1212,"Monroe, CT",142
1213,"Bridgewater, NJ",142
1214,"Blacksburg, VA",142
1215,"Phenix City, AL",142
1216,"cordova, TN",142
1217,"Leesburg, FL",142
1218,"Moraga, CA",142
1219,"Portage, MI",142
1220,"Madison, MS",141
1221,"Green Sea, SC",141
1222,"Severna Park, MD",141
1223,"Palmdale, CA",141
1224,"Golden, CO",141
1225,"Seminole, FL",141
1226,"Fitchburg, WI",140
1227,"Trumbull, CT",140
1228,"cincinnati, OH",140
1229,"Pomona, CA",140
1230,"COLUMBUS, OH",140
1231,"Elizabethton, TN",140
1232,"Potomac Falls, VA",140
1233,"Grand Blanc, MI",140
1234,"Beaumont, TX",139
1235,"Greenville, NC",139
1236,"Scotch Plains, NJ",139
1237,"Flower Mound, TX",139
1238,"Springboro, OH",139
1239,"Henrico, VA",139
1240,"Bremerton, WA",139
1241,"Fargo, ND",139
1242,"Lenexa, KS",139
1243,"St. Charles, MO",139
1244,"Battle Creek, MI",139
1245,"Elkins Park, PA",138
1246,"Pawtucket, RI",138
1247,"Wyandotte, MI",138
1248,"Villa Rica, GA",138
1249,"Alta Loma, CA",138
1250,"Elkridge, MD",138
1251,"Moorhead, MN",138
1252,"Woodbury, MN",138
1253,"APO, AP",138
1254,"Kailua, HI",138
1255,"Woodstock, GA",138
1256,"Charlestown, MA",138
1257,"Plainfield, IN",137
1258,"Granger, IN",137
1259,"Johnstown, PA",137
1260,"Fruitland Park, FL",137
1261,"Leominster, MA",137
1262,"Bloomfield, CT",137
1263,"Glen Ridge, NJ",136
1264,"Chappaqua, NY",136
1265,"Springville, UT",136
1266,"Holly Springs, NC",136
1267,"Loveland, OH",136
1268,"Waimanalo, HI",136
1269,"Gresham, OR",136
1270,"Valley Glen, CA",136
1271,"Southlake, TX",135
1272,"Ozark, AL",135
1273,"Kennesaw, GA",135
1274,"Highland Mills, NY",134
1275,"Euless, TX",134
1276,"New Providence, NJ",134
1277,"Lebanon, TN",134
1278,"Linden, NJ",133
1279,"Englewood, CO",133
1280,"Glen Mills, PA",133
1281,"Mount Juliet, TN",133
1282,"Maplewood, MN",133
1283,"Loris, SC",133
1284,"Eau Claire, WI",133
1285,"Redlands, CA",133
1286,"Conyers, GA",133
1287,"Alvarado, TX",133
1288,"Abingdon, MD",133
1289,"Springdale, AR",133
1290,"Lynchburg, VA",132
1291,"Milwaukie, OR",132
1292,"Colchester, CT",132
1293,"Elyria, OH",132
1294,"LEXINGTON, TN",132
1295,"West Linn, OR",132
1296,"Somerset, MA",132
1297,"greensboro, NC",132
1298,"Toluca Lake, CA",131
1299,"Mercer Island, WA",131
1300,"Cleburne, TX",131
1301,"East Hanover, NJ",131
1302,"Bryan, TX",131
1303,"Lubbock, TX",131
1304,"Lancaster, CA",131
1305,"Washington, IL",131
1306,"Alamo, CA",131
1307,"Westerville, OH",130
1308,"Dade City, FL",130
1309,"Secaucus, NJ",130
1310,"Barrington, RI",130
1311,"Iron river, MI",130
1312,"South Portland, ME",129
1313,"Holly, MI",129
1314,"New Windsor, NY",129
1315,"Livingston, NJ",129
1316,"Spring Lake, MI",129
1317,"La Verne, CA",129
1318,"Westlake, OH",129
1319,"Abilene, TX",129
1320,"Dahlgren, VA",129
1321,"Cranston, RI",129
1322,"LOUISVILLE, KY",129
1323,"Lemont Furnace, PA",128
1324,"Plainview, NY",128
1325,"Parsippany, NJ",128
1326,"Georgetown, DE",128
1327,"Merion Station, PA",128
1328,"Windsor, VA",128
1329,"middletown, NY",128
1330,"North Potomac, MD",127
1331,"Burr Ridge, IL",127
1332,"Helena, MT",127
1333,"Colleyville, TX",127
1334,"Englewood Cliffs, NJ",127
1335,"long beach, CA",127
1336,"Lake Worth, FL",127
1337,"South Barrington, IL",127
1338,"white plains, NY",126
1339,"Alabaster, AL",126
1340,"Hollywood, CA",126
1341,"Davidson, NC",126
1342,"Reedsville, WV",126
1343,"Glen Ellyn, IL",126
1344,"Yucaipa, CA, CA",126
1345,"Fairbanks, AK",125
1346,"decatur, GA",125
1347,"Oak Lawn, IL",125
1348,"Weirton, WV",125
1349,"Pasadena, MD",125
1350,"Bethlehem, PA",125
1351,"Mount Pleasant, SC",125
1352,"Tamarac, FL",125
1353,"Salem, MA",125
1354,"FAIRFAX, VA",125
1355,"Norwalk, CA",125
1356,"Temple Terrace, FL",125
1357,"Monterey, CA",125
1358,"Pueblo, CO",124
1359,"Monmouth Beach, NJ",124
1360,"Von Ormy, TX",124
1361,"Mandeville, LA",124
1362,"Richmond Hill, GA",124
1363,"Brunswick, GA",123
1364,"LEEDS, AL",123
1365,"Seffner, FL",123
1366,"Marblehead, MA",123
1367,"San Clemente, CA",123
1368,"Duluth, MN",123
1369,"Farmington, UT",123
1370,"Flint, MI",123
1371,"Petoskey, MI",123
1372,"Upper Marlboro, MD",123
1373,"Elkhart, IN",123
1374,"Longmeadow, MA",122
1375,"Port Orange, FL",122
1376,"Clayton, MO",122
1377,"Palm Desert, CA",122
1378,"moore, SC",122
1379,"Fountain Hills, AZ",122
1380,"Cerritos, CA",122
1381,"Spanaway, WA",122
1382,"Putnam Valley, NY",122
1383,"Citrus Heights, CA",121
1384,"Holland, MI",121
1385,"Concord, NH",121
1386,"Muskegon, MI",121
1387,"INDIANAPOLIS, IN",120
1388,"HOUSTON, TX",120
1389,"San Anselmo, CA",120
1390,"Tujunga, CA",120
1391,"St. Pete Beach, FL",120
1392,"Cedarburg, WI",120
1393,"Great Falls, VA",120
1394,"Freehold, NJ",119
1395,"La Mirada, CA",119
1396,"Owasso, OK",119
1397,"Holiday, FL",119
1398,"Largo, FL",119
1399,"Tiburon, CA",119
1400,"Pickerington, OH",119
1401,"Concord, MA",119
1402,"Locust Valley, NY",118
1403,"Cleveland Heights, OH",118
1404,"Windham, NH",118
1405,"Morris Plains, NJ",118
1406,"East Boston, MA",118
1407,"Boonton, NJ",118
1408,"bismarck, ND",118
1409,"Rio Rancho, NM",118
1410,"Lorton, VA",118
1411,"theodore, AL",118
1412,"Parkville, MD",117
1413,"Saint Charles, MO",117
1414,"Anderson, SC",117
1415,"Bellflower, CA",117
1416,"Ballston Lake, NY",117
1417,"Latham, NY",117
1418,"Kingsport, TN",117
1419,"Williamsville, NY",117
1420,"Lugoff, SC",117
1421,"Windermere, FL",117
1422,"Marina Del Rey, CA",117
1423,"Katonah, NY",117
1424,"Reisterstown, MD",117
1425,"Chalfont, PA",117
1426,"Nebo, NC",116
1427,"Suffern, NY",116
1428,"niles, IL",116
1429,"Dunwoody, GA",116
1430,"new York, NY",116
1431,"Pico Rivera, CA",116
1432,"Burien, WA",116
1433,"Edgewood, KY",116
1434,"denver, CO",116
1435,"Pasadena, TX",116
1436,"Blue Bell, PA",116
1437,"Harrison, NY",116
1438,"Saint Petersburg, FL",115
1439,"Celebration, FL",115
1440,"Brentwood, TN",115
1441,"Pittsford, NY",115
1442,"San diego, CA",115
1443,"Brownsboro, TX",115
1444,"Chino Hills, CA",115
1445,"Kenner, LA",115
1446,"Lincoln, MA",114
1447,"Foothill Ranch, CA",114
1448,"Oviedo, FL",114
1449,"Taylorsville, UT",114
1450,"Warren, MI",114
1451,"Arleta, CA",114
1452,"Arden, NC",114
1453,"Maumelle, AR",114
1454,"West Bloomfield, MI",114
1455,"Walla Walla, WA",113
1456,"Endicott, NY",113
1457,"Van Buren, AR",113
1458,"Fredericksburg, TX",113
1459,"Centerville, OH",113
1460,"Syosset, NY",113
1461,"Somerset, NJ",113
1462,"Fairfax Station, VA",113
1463,"Anacortes, WA",113
1464,"Waldorf, MD",113
1465,"Preston Hollow, NY",112
1466,"Seaford, NY",112
1467,"Pebble Beach, CA",112
1468,"Lilburn, GA",112
1469,"Camp Hill, PA",112
1470,"alexandria, VA",112
1471,"Saginaw, TX",112
1472,"WORCESTER, MA",111
1473,"Armonk, NY",111
1474,"Ambler, PA",111
1475,"Columbus, IN",111
1476,"tucson, AZ",111
1477,"Grand Haven, MI",111
1478,"Clayton, NC",111
1479,"Matawan, NJ",111
1480,"Geneva, IL",111
1481,"Gallatin, TN",111
1482,"Verona, WI",111
1483,"Beaufort, SC",111
1484,"Howell, MI",111
1485,"Whittier, NC",111
1486,"Salem, WI",110
1487,"Clarence, NY",110
1488,"Weymouth, MA",110
1489,"Minnetonka, MN",110
1490,"Delaware, OH",110
1491,"Merrimack, NH",110
1492,"Mankato, MN",110
1493,"East Meadow, NY",110
1494,"greenwood, SC",110
1495,"Alberton, MT",110
1496,"Edison, NJ",109
1497,"New Lenox, IL",109
1498,"Hayden, ID",109
1499,"Beverly, MA",109
1500,"Newhall, CA",109
1501,"Aiken, SC",109
1502,"Melbourne Beach, FL",109
1503,"San Lorenzo, CA",108
1504,"Hilliard, OH",108
1505,"Forest Park, IL",108
1506,"Lakeland, TN",108
1507,"Springfield, OH",108
1508,"Marion, IA",108
1509,"Clifton, NJ",108
1510,"Topeka, KS",108
1511,"Avon Lake, OH",108
1512,"Lombard, IL",108
1513,"FPO, AE",108
1514,"Stafford, TX",107
1515,"North Andover, MA",107
1516,"New City, NY",107
1517,"Suwanee, GA",107
1518,"Acton, MA",107
1519,"Mountainside, NJ",107
1520,"Melrose, MA",107
1521,"Mechanicsville, VA",107
1522,"Mineola, NY",107
1523,"Palm Coast, FL",107
1524,"Allston, MA",107
1525,"columbus, OH",107
1526,"Pound Ridge, NY",106
1527,"Merrick, NY",106
1528,"Pittsburg, CA",106
1529,"Des Moines, WA",106
1530,"Clayton, CA",106
1531,"Bloomfield Hills, MI",106
1532,"Vonore, TN",106
1533,"Mentor, OH",106
1534,"Weston, CT",106
1535,"Piscataway, NJ",106
1536,"Millbrae, CA",105
1537,"N. Charleston, SC",105
1538,"Amityville, NY",105
1539,"Jenkintown, PA",105
1540,"Storrs, CT",105
1541,"Greeley, CO",105
1542,"Rochester, MI",105
1543,"Powder Springs, GA",105
1544,"Grain Valley, MO",105
1545,"brandon, FL",105
1546,"Petersburg, VA",105
1547,"Dover-Foxcroft, ME",105
1548,"Sanford, NC",105
1549,"Stone Mountain, GA",105
1550,"Rancho Santa Margarita, CA",105
1551,"Indianaolis, IN",105
1552,"Walnut, CA",104
1553,"Conshohocken, PA",104
1554,"Hercules, CA",104
1555,"Wethersfield, CT",104
1556,"East Longmeadow, MA",104
1557,"Westbrook, ME",104
1558,"Prosser, WA",104
1559,"Hicksville, NY",104
1560,"Shawnee, OK",104
1561,"Weston, MA",104
1562,"Clearfield, UT",104
1563,"Cumberland, RI",104
1564,"Lakewood, OH",103
1565,"Burlington, VT",103
1566,"Englewood, NJ",103
1567,"Macomb, MI",103
1568,"Wyckoff, NJ",103
1569,"Hauppauge, NY",103
1570,"Stuttgart, AR",102
1571,"Hackensack, NJ",102
1572,"Wentzville, MO",102
1573,"Claremont, NC",102
1574,"Durango, CO",102
1575,"Cresson, PA",102
1576,"East Palo Alto, CA",102
1577,"Garden City, NY",102
1578,"Ipswich, MA",102
1579,"Ferndale, MI",102
1580,"Chino, CA",101
1581,"New Braunfels, TX",101
1582,"Hattiesburg, MS",101
1583,"Jamestown, NC",101
1584,"Asbury Park, NJ",101
1585,"Binghamton, NY",101
1586,"Andrews, SC",101
1587,"Joliet, IL",101
1588,"fort worth, TX",101
1589,"jacksonville, FL",101
1590,"Suffolk, VA",101
1591,"Bartlesville, OK",101
1592,"Avondale, AZ",100
1593,"Fitchburg, MA",100
1594,"Rock Springs, WY",100
1595,"Newport, RI",100
1596,"roseville, CA",100
1597,"Ridgefield, CT",100
1598,"Altoona, PA",100
1599,"Plymouth, MA",100
1600,"Griffith, IN",100
1601,"Mission, TX",99
1602,"Tinley Park, IL",99
1603,"Murrells Inlet, SC",99
1604,"SCOTTSDALE, AZ",99
1605,"Crown Point, IN",99
1606,"Highland Beach, FL",99
1607,"Staunton, VA",99
1608,"West Islip, NY",99
1609,"New Milford, NJ",99
1610,"Woodhaven, NY",99
1611,"Rocklin, CA",99
1612,"stamford, CT",99
1613,"Okemos, MI",99
1614,"Port Charlotte, FL",99
1615,"Levittown, NY",99
1616,"Woodbridge, NJ",98
1617,"Lee, MA",98
1618,"Apollo, PA",98
1619,"Alliance, OH",98
1620,"Clinton, CT",98
1621,"Cranford, NJ",98
1622,"Winnetka, CA",98
1623,"Collinsville, IL",98
1624,"Reading, PA",98
1625,"Mesa AZ & Las Vegas, NV",98
1626,"Snellville, GA",98
1627,"White Bear Lake, MN",98
1628,"Auburn, AL",98
1629,"Birmingham, MI",98
1630,"Little Neck, NY",98
1631,"Pikesville, MD",98
1632,"Hollis, NH",98
1633,"Stow, OH",97
1634,"Marlton, NJ",97
1635,"Council Bluffs, IA",97
1636,"North Salem, NY",97
1637,"East Greenwich, RI",97
1638,"King, NC",97
1639,"Roseville, MN",97
1640,"Niceville, FL",97
1641,"Grayson, GA",97
1642,"New Hyde Park, NY",97
1643,"Dutch Harbor, AK",97
1644,"Gardendale, AL",96
1645,"FREMONT, CA",96
1646,"Moline, IL",96
1647,"Saline, MI",96
1648,"Glenside, PA",96
1649,"New Port Richey, FL",96
1650,"bakersfield, CA",96
1651,"Chelsea, MI",96
1652,"Sebastopol, CA",96
1653,"Warren, PA",96
1654,"Johnson City, TN",96
1655,"Stoneham, MA",96
1656,"Lindenhurst, IL",96
1657,"Manchester, NJ",96
1658,"Whitewater, CO",96
1659,"Lutherville, MD",96
1660,"Menifee, CA",96
1661,"Granby, CT",96
1662,"East Syracuse, NY",96
1663,"Fenton, MO",96
1664,"Saratoga Springs, NY",95
1665,"Apopka, FL",95
1666,"Montgomery Village, MD",95
1667,"Perrysburg, OH",95
1668,"Saltillo, MS",95
1669,"Olive Branch, MS",95
1670,"Palm Springs, CA",95
1671,"SAINT LOUIS, MO",95
1672,"Meriden, CT",95
1673,"SF, CA",95
1674,"Lake Balboa, CA",95
1675,"Mountain House, CA",95
1676,"Niangua, MO",95
1677,"Saugus, CA",95
1678,"Belle Mead, NJ",95
1679,"Kennewick, WA",95
1680,"Graham, NC",94
1681,"Sparks, NV",94
1682,"Franklin, MA",94
1683,"Darnestown, MD",94
1684,"Dubuque, IA",94
1685,"Edgewater, MD",94
1686,"Huntington Station, NY",94
1687,"Mount Holly, NC",94
1688,"Cockeysville, MD",94
1689,"Middlebury, IN",94
1690,"Morton Grove, IL",94
1691,"Lawrenceville, IN",94
1692,"Cheyenne, WY",94
1693,"Bedford Hills, NY",94
1694,"Del Mar, CA",94
1695,"Newport, TN",94
1696,"Southfield, MI",94
1697,"Tyler, TX",94
1698,"Lancaster, TX",93
1699,"Ridgewood, NY",93
1700,"Farmington, CT",93
1701,"Carlisle, PA",93
1702,"Crystal Lake, IL",93
1703,"Manteca, CA",93
1704,"bethesda, MD",93
1705,"scottsdale, AZ",93
1706,"West Memphis, AR",93
1707,"Paradise Valley, AZ",93
1708,"Hunt Valley, MD",93
1709,"Prairie Village, KS",93
1710,"Tenafly, NJ",93
1711,"Mililani, HI",93
1712,"San Marino, CA",93
1713,"SYLMAR, CA",93
1714,"Chesnee, SC",93
1715,"Bainbridge Island, WA",93
1716,"Nutley, NJ",93
1717,"Grand Junction, CO",93
1718,"Milledgeville, GA",92
1719,"North Port, FL",92
1720,"West Des Moines, IA",92
1721,"West Sacramento, CA",92
1722,"Woodhaven, MI",92
1723,"Woodridge, IL",92
1724,"Bensenville, IL",92
1725,"Moscow, ID",92
1726,"Aberdeen, WA",92
1727,"Marshfield, MA",92
1728,"Convent station, NJ",92
1729,"Floral Park, NY",92
1730,"Mount Prospect, IL",92
1731,"Randolph, MA",92
1732,"Lake Mary, FL",92
1733,"Yorktown Heights, NY",91
1734,"Lawndale, CA",91
1735,"Porter Ranch, CA",91
1736,"Hazelwood, MO",91
1737,"Cathedral City, CA",91
1738,"Denham Springs, LA",91
1739,"elizabeth city, NC",91
1740,"irvine, CA",91
1741,"Guilford, CT",91
1742,"Harleysville, PA",90
1743,"Roxboro, NC",90
1744,"Winter Springs, FL",90
1745,"Powell, OH",90
1746,"Chesterfield, NJ",90
1747,"Bonita Springs, FL",90
1748,"Magnolia, TX",90
1749,"Sun Prairie, WI",90
1750,"spartanburg, SC",90
1751,"Haddonfield, NJ",90
1752,"Milton, GA",90
1753,"Davie, FL",90
1754,"Roff, OK",90
1755,"Scituate, MA",90
1756,"Hampstead, NC",90
1757,"Parma, OH",90
1758,"Harvey, LA",90
1759,"Minot, ND",90
1760,"Muncie, IN",90
1761,"Anaheim Hills, CA",90
1762,"Johns Creek, GA",90
1763,"mt pleasant, SC",89
1764,"Columbus, NE",89
1765,"Rohnert Park, CA",89
1766,"McHenry, IL",89
1767,"boston, MA",89
1768,"Ormond Beach, FL",89
1769,"Statesboro, GA",89
1770,"st. george, UT",89
1771,"Gainesville, GA",89
1772,"Pompano Beach, FL",89
1773,"Lexington, TN",89
1774,"NEW ALBANY, IN",89
1775,"Maple Glen, PA",89
1776,"Montville, NJ",89
1777,"Ocala, FL",89
1778,"Zephyrhills, FL",89
1779,"Worthington, OH",89
1780,"Cheshire, CT",89
1781,"North Augusta, SC",89
1782,"arlington, VA",89
1783,"Gainesville, VA",89
1784,"Ely, MN",89
1785,"Dearborn Heights, MI",89
1786,"Westminster, CA",89
1787,"Pine Beach, NJ",88
1788,"Draper, UT",88
1789,"River Forest, IL",88
1790,"Harbor City, CA",88
1791,"Fairfax, CA",88
1792,"st cloud, MN",88
1793,"Elmhurst, NY",88
1794,"Medford, OR",88
1795,"Apollo Beach, FL",88
1796,"Jacksonville, NC",88
1797,"Buckeye, AZ",88
1798,"Southaven, MS",88
1799,"St. Augustine, FL",88
1800,"Bellaire, TX",88
1801,"Aspen, CO",87
1802,"Tuscaloosa, AL",87
1803,"Flemington, NJ",87
1804,"Brookfield, IL",87
1805,"Moorestown, NJ",87
1806,"Sandy Springs, GA",87
1807,"Evergreen Park, IL",87
1808,"pittsburgh, PA",87
1809,"sherman oaks, CA",87
1810,"Medford, NJ",87
1811,"Lexington Park, MD",87
1812,"CHARLOTTE, NC",87
1813,"Eureka, CA",87
1814,"East Peoria, IL",86
1815,"Lewiston, ME",86
1816,"Felton, CA",86
1817,"Millington, TN",86
1818,"Fuquay Varina, NC",86
1819,"Yuma, AZ",86
1820,"nashville, TN",86
1821,"Ridgecrest, CA",86
1822,"Saginaw, MI",86
1823,"Longview, TX",86
1824,"Oro Valley, AZ",86
1825,"New York, NY, NY",86
1826,"Richmond Hill, NY",86
1827,"Thibodaux, LA",86
1828,"Oakley, CA",86
1829,"Nottingham, MD",86
1830,"Louisa, VA",86
1831,"Belleville, IL",86
1832,"Shokan, NY",86
1833,"Seaside Heights, NJ",86
1834,"Sand Springs, OK",86
1835,"Marysville, WA",86
1836,"Emmett, ID",86
1837,"ATLANTA, GA",86
1838,"Mission Hills, CA",86
1839,"Carbondale, CO",86
1840,"Perry Hall, MD",85
